1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,1,0,0
8,1,0,0
9,1,0,0
10,1,0,0
11,1,0,0
12,1,1,0
13,1,1,1
14,1,1,1
15,1,1,1
16,1,1,1
17,1,1,1
18,1,1,1
19,1,1,1
20,1,1,1
21,1,1,1
22,1,1,1
23,1,1,1
24,1,1,1
25,1,1,1
26,1,1,1
27,1,1,1
28,1,1,1
29,1,1,1
30,1,1,1
31,1,1,1
32,1,1,1
33,1,1,1
34,1,1,1
35,1,1,1
36,1,1,1
37,1,1,1
38,1,1,1
39,1,1,1
40,1,1,1
41,1,1,1
42,1,1,1
43,1,1,1
44,1,1,1
45,1,1,1
46,1,1,1
47,1,1,1
48,1,1,1
49,2,1,1
50,2,1,1
51,2,1,1
52,2,1,1
53,2,2,2
54,2,2,2
55,2,2,2
56,2,2,2
57,2,2,2
58,2,2,2
59,2,2,2
60,2,2,2
61,2,2,2
62,2,2,2
63,3,2,2
64,3,2,2
65,3,2,2
66,3,2,2
67,3,3,2
68,3,3,3
69,3,3,3
70,3,3,3
71,3,3,3
72,3,3,3
73,3,3,3
74,3,3,3
75,3,3,3
76,4,3,3
77,5,3,3
78,5,3,3
79,5,3,3
80,5,4,4
81,5,5,4
82,6,5,5
83,6,5,5
84,6,5,5
85,6,5,5
86,6,5,5
87,6,6,6
88,6,6,6
89,6,6,6
90,6,6,6
91,6,6,6
92,7,6,6
93,7,6,6
94,7,6,6
95,7,6,6
96,7,7,6
97,7,7,7
98,7,7,7
99,7,7,7
100,7,7,7
